Company ID	Company Name (Korean)	Company Name (English)	기업설명	매출	누적투자금액 (억원)	직원수	카테고리	키워드
CP00003102	팀프레시	TEAM FRESH CO.,LTD.	새벽배송 대행 서비스 등 다양한 풀필먼트 서비스를 제공하는 기업	303078064000	2350.0	374	물류,푸드/농업	배송대행,풀필먼트,콜드체인,신선식품,B2B,SaaS/엔터프라이즈,용역,교육/컨설팅/용역,O2O,D2C
CP00001372	더스윙	THE SWING CO.,LTD.	전동킥보드 공유 서비스 'SWING'을 운영하는 기업	52496891000	376.0	61	모빌리티/교통	이커머스,마이크로모빌리티,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,렌탈/대여,APP,상품/하드웨어,공유경제/긱이코노미
CP00010476	데이터라이즈	DAELEETEORALEEJEU CO.,LTD.	CRM 마케팅 솔루션 '데이터라이즈'를 운영하는 기업	3153203000	276.0	44	커머스,광고/마케팅,통신/보안/데이터	이커머스,애드테크,마케팅솔루션,소비자조사,데이터,B2B,SaaS/엔터프라이즈,소프트웨어,교육/컨설팅/용역,데이터/API,비대면/무인시스템/Untact
CP00010098	필라이즈	PILLYZE INC.	AI 기반 초개인화 영양 관리 플랫폼 '필라이즈'를 운영하는 기업	235181000	150.0	16	헬스케어/바이오,AI/딥테크/블록체인	큐레이션,디지털헬스케어,건강기능식품,당뇨/고혈압/만성질환,인공지능,B2C,플랫폼/마켓플레이스,APP,데이터/API,영양제
CP00001779	브레인커머스	Brain Commerce Inc.	기업정보 공유 플랫폼 '잡플래닛'을 운영하는 기업	12595995000	113.0	124	소셜미디어/커뮤니티,인사/비즈니스/법률,AI/딥테크/블록체인	커뮤니티,구인구직/채용,빅데이터,B2B,B2C,플랫폼/마켓플레이스,APP,WEB,데이터/API
CP00000431	비바이노베이션	VIVA INNOVATION CO.,LTD.	건강검진 플랫폼 '착한의사'를 운영하는 기업	2381605000	198.0	41	헬스케어/바이오,AI/딥테크/블록체인	디지털헬스케어,원격진료,병원정보,인공지능,B2B,B2C,플랫폼/마켓플레이스,SaaS/엔터프라이즈,APP,소프트웨어,데이터/API
CP00010614	트웰브랩스	TWELVE LABS, INC.	AI 기반 영상검색 솔루션을 개발하는 기업	5405618000	1061.5	38	콘텐츠/예술,AI/딥테크/블록체인	영상/비디오,인공지능,자연어처리/텍스트마이닝,검색/검색엔진,B2B,SaaS/엔터프라이즈,소프트웨어,데이터/API,생성형AI
CP00000312	더파이러츠	THE PIRATES CO.,LTD	수산물 시세 및 정보 플랫폼 '인어교주해적단'을 운영하는 기업	59990370000	361.0	118	커머스,푸드/농업	이커머스,리뷰,도매,맛집정보/리뷰,수산업,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,광고,APP,WEB,상품/하드웨어,교육/컨설팅/용역,O2O
CP00000001	왓챠	Watcha, Inc.	AI 기반 영화, 드라마 등의 콘텐츠 추천 및 구독 OTT 플랫폼 '왓챠'를 운영하는 기업	43048336000	608.0	85	콘텐츠/예술,AI/딥테크/블록체인	영화,영상/비디오,OTT,검색/검색엔진,B2C,플랫폼/마켓플레이스,구독,APP,WEB,콘텐츠,스트리밍
CP00000061	원티드랩	Wanted Lab Inc.	빅데이터 기반 인재채용 플랫폼 '원티드'를 운영하는 기업	39466895000	217.0	176	인사/비즈니스/법률	구인구직/채용,조직관리/조직문화,인공지능,빅데이터,B2B,플랫폼/마켓플레이스,용역,APP,교육/컨설팅/용역,O2O
CP00002241	뷰런테크놀로지	VUERON TECHNOLOGY CO., LTD.	신호처리 기술을 활용한 라이다 인지 소프트웨어를 개발하는 기업	957684000	320.0	39	모빌리티/교통	지도/네비게이션/GPS,자율주행,B2C,플랫폼/마켓플레이스,APP,WEB
CP00010268	파일러	PYLER CO.,LTD.	AI 기반 동영상 맥락 분석 디지털 마케팅 솔루션 '에이드'를 운영하는 기업	109335000	380.0	22	광고/마케팅,AI/딥테크/블록체인	영상/비디오,마케팅솔루션,인공지능,B2B,SaaS/엔터프라이즈,소프트웨어
CP00011449	고이장례연구소	GOLEEJANGRYEYEONGUSO CO.,LTD.	통합 장례 플랫폼 '고이'를 운영하는 기업	1206977000	29.0	20	기타	B2C,시니어/실버,기타서비스 ,장례
CP00014995	그래비티랩스	GRAVITY LABS CO. , LTD.	돈 버는 만보기 플랫폼 ‘머니워크’를 운영하는 기업	547931000	27.0	14	콘텐츠/예술,광고/마케팅	디지털헬스케어,스포츠/운동,리워드,B2C,플랫폼/마켓플레이스,광고,APP,콘텐츠
CP00011100	십일리터	SIPILRITEO CO.,LTD.	반려동물 헬스케어 솔루션 '라이펫'을 운영하는 기업	130439000	None	10	홈리빙/펫,AI/딥테크/블록체인	동물병원/수의사,펫케어/펫테크,펫보험,B2C,플랫폼/마켓플레이스,WEB
CP00000040	비브로스	B-BROS CORPORATION	모바일 기반 병원 검색 및 진료예약 플랫폼 '똑닥'을 운영하는 기업	2080671000	374.0	62	헬스케어/바이오	이커머스,바이오/의료,병원정보,B2B,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,APP,상품/하드웨어,데이터/API,비대면/무인시스템/Untact
CP00012639	티르티르	TIRTIR INC.	인플루언서 기반 화장품 브랜드 '티르티르'를 운영하는 기업	155133830000	None	140	커머스,뷰티/화장품	이커머스,스킨케어/클렌징,색조/메이크업,헤어/바디,B2C,플랫폼/마켓플레이스,APP,WEB,상품/하드웨어,여성창업 ,인플루언서
CP00019588	오픈리서치	OPEN RESEARCH INC.	AI 검색 서비스를 개발하는 기업	None	100.0	None	AI/딥테크/블록체인	프로그래밍개발,인공지능,검색/검색엔진,B2B,B2C,생성형AI
CP00010794	어글리랩	UGLEE LAB CO.,LTD.	비대면 생활폐기물 수거 서비스 '오늘수거'를 운영하는 기업	834919000	25.0	31	환경/에너지	분리수거,B2B,B2C,구독,APP
CP00011153	블래스트	BEULRAESEUTEU CO.,LTD.	게임엔진 기반 버추얼 캐릭터를 개발하는 기업	11422825000	44.0	61	콘텐츠/예술,AI/딥테크/블록체인	미디어,영상/비디오,애니메이션,디자인,한류/K-pop,VR/AR,B2B,상품판매/브랜드/하드웨어,콘텐츠,한류/K-POP/K-Contents
CP00001770	에이피알	APR CO.,LTD.	뷰티 브랜드 '메디큐브', 패션 브랜드 '널디' 등을 운영하는 기업	524059050000	401.0	494	패션,뷰티/화장품	사진,의류,패션잡화,스킨케어/클렌징,색조/메이크업,향수,B2C,상품판매/브랜드/하드웨어,APP,WEB,상품/하드웨어,오프라인매장
CP00000487	에이비일팔공	AB 180 INC.	마케팅 컨설팅 및 솔루션을 제공하는 기업	29200114000	203.5	138	광고/마케팅	애드테크,마케팅솔루션,소비자조사,B2B,용역,WEB,소프트웨어,교육/컨설팅/용역
CP00000078	버드뷰	Bird View Co.,Ltd.	화장품 정보 제공 및 판매 플랫폼 '화해'를 운영하는 기업	None	256.0	146	뷰티/화장품	이커머스,스킨케어/클렌징,색조/메이크업,헤어/바디,뷰티테크,화장품정보/리뷰,빅데이터,B2C,플랫폼/마켓플레이스,APP,O2O
CP00002862	스펙터	SPECTER INC.	구직자 평판조회 플랫폼 '스펙터'를 운영하는 기업	None	76.5	29	인사/비즈니스/법률	구인구직/채용,B2B,B2C,플랫폼/마켓플레이스,용역,WEB,교육/컨설팅/용역
CP00003355	테크랩스	TECHLABS CO., LTD.	운세 플랫폼 '점신', 데이팅 앱 '아만다'를 운영하는 기업	83329444000	60.0	329	콘텐츠/예술,소셜미디어/커뮤니티	커뮤니티,메세지 ,데이팅,마케팅솔루션,B2C,플랫폼/마켓플레이스,광고,거래수수료,APP,WEB,데이터/API,비대면/무인시스템/Untact
CP00002545	이팝소프트	E Pop Soft Inc.	영어 단어 학습 앱 '말해보카'를 운영하는 기업	16462189000	100.0	58	교육	영어,인공지능,B2C,플랫폼/마켓플레이스,APP,WEB,교육/컨설팅/용역,에듀테크
CP00011018	토스뱅크	TOSS BANK CO.,LTD.	온라인 뱅킹 서비스 '토스뱅크'를 운영하는 기업	1260961933000	1.3	582	금융/보험/핀테크	결제/페이먼트,대출,송금,외환/환전,은행,B2C,거래수수료,APP
CP00011137	젠테	JENTE CO.,LTD.	글로벌 패션 플랫폼 서비스 '젠테스토어'를 운영하는 기업	48774085000	100.0	80	커머스,패션	이커머스,의류,신발,패션잡화,명품/중고명품,B2C,플랫폼/마켓플레이스,WEB,O2O
CP00010398	타임앤코	TIMENCO CO.,LTD.	구독형 지식 콘텐츠 서비스 '롱블랙'을 운영하는 기업	1805001000	11.0	25	콘텐츠/예술	정기구독,뉴스레터,플랫폼/마켓플레이스,구독,콘텐츠,구독경제
CP00000797	패스트레인	PAST RAIN CO.,LTD.	국내 피부시술 정보 플랫폼 '여신티켓'을 운영하는 기업	9174354000	171.5	68	헬스케어/바이오,뷰티/화장품	바이오/의료,병원정보,B2B,B2C,플랫폼/마켓플레이스,APP,WEB,O2O
CP00002191	루티너리	RUTINEORI CO.,LTD.	습관형성 및 행동 변화 유도 서비스 '루티너리'를 운영하는 기업	611954000	2.0	8	헬스케어/바이오,AI/딥테크/블록체인	심리상담/정신건강,블록체인기술,B2B,SaaS/엔터프라이즈,소프트웨어
CP00011249	스페이스오디티	SPACE ODDITY. INC	K-POP 팬 대상 스케줄 알림 서비스 ' 블립’ 및 팬덤 데이터 대시보드 서비스 ‘케이팝 레이더’를 운영하는 기업	661803000	116.0	22	콘텐츠/예술	미디어,음악,한류/K-pop,연예인,B2C,플랫폼/마켓플레이스,APP,WEB,한류/K-POP/K-Contents
CP00003151	비엘큐	BLQ	전자제품 유통 플랫폼 '테스트밸리'를 운영하는 기업	23894340000	122.0	15	커머스	이커머스,중고,가전,웨어러블,스마트폰,노트북/PC,태블릿,B2C,플랫폼/마켓플레이스,렌탈/대여,WEB,기타서비스 ,O2O
CP00001918	그린랩스	GREENLABS CO., LTD.	데이터농업 플랫폼 '팜모닝'을 운영하는 기업	None	2485.0	113	커머스,푸드/농업,환경/에너지	이커머스,유통,도매,농업,축산업,스마트팜/로봇,빅데이터,B2B,SaaS/엔터프라이즈,상품판매/브랜드/하드웨어,용역,소프트웨어,교육/컨설팅/용역,데이터/API,ESG
CP00002638	김캐디	KIMCADDIE INC.	골프 생활 플랫폼 '김캐디'를 운영하는 기업	3193459000	100.5	33	여행/레저,피트니스/스포츠	골프,레저/액티비티,B2C,플랫폼/마켓플레이스,APP,WEB,O2O
CP00000419	클래스유	MODUUIKEULRAESEU CO.,LTD.	커뮤니티형 온라인 강의 플랫폼 '클래스유'를 운영하는 기업	28622479000	11.0	33	교육	취미교육,성인실무교육,B2C,플랫폼/마켓플레이스,구독,용역,콘텐츠,교육/컨설팅/용역,구독경제,에듀테크
CP00010537	스칼라데이터	SCALAR DATA CO.,LTD.	전기차 충전 인프라 통합 플랫폼 '모두의충전'을 운영하는 기업	4665694000	60.0	21	모빌리티/교통	배터리,전기차/수소차,데이터,빅데이터,B2C,플랫폼/마켓플레이스,APP,데이터/API,ESG
CP00000031	프렌트립	Friend Trip Co.,Ltd.	취미 여가 플랫폼 '프립'을 운영하고 있는 기업	2511541000	179.0	24	소셜미디어/커뮤니티,여행/레저	커뮤니티,여행정보,레저/액티비티,재능공유,B2C,플랫폼/마켓플레이스,거래수수료,APP,WEB,교육/컨설팅/용역,공유경제/긱이코노미
CP00010443	딜라이트룸	DELIGHT ROOM CO.,LTD.	글로벌 모닝 웰니스앱 '알라미'를 운영하는 기업	23540784000	None	32	소셜미디어/커뮤니티	커뮤니티,모바일기술,프로그래밍개발,B2C,상품판매/브랜드/하드웨어,APP,콘텐츠
CP00019536	트릴리온랩스		한국 기반 LLM 파운데이션 모델을 개발하는 기업	None	57.0	None	AI/딥테크/블록체인	인공지능,자연어처리/텍스트마이닝,B2B,소프트웨어,생성형AI
CP00016593	드래프타입	DEURAEPEUTAIP CO.,LTD.	생성형 AI 기반 패션스튜디오 '드래프타입' 등을 운영하는 기업	72273000	None	10	콘텐츠/예술,패션,AI/딥테크/블록체인	사진,패션테크,인공지능,B2B,WEB,콘텐츠,생성형AI
CP00010384	모요	MOYO CO.,LTD.	알뜰폰 요금제 비교 플랫폼 '모요'를 운영하는 기업	3495347000	40.0	38	통신/보안/데이터	정기구독,데이터,통신/네트워크/5G,B2C,플랫폼/마켓플레이스,구독,WEB,소프트웨어
CP00000195	온다	T Port Inc.	숙박 판매대행 플랫폼 '온다'를 운영하는 기업	11369430000	316.0	90	여행/레저	숙박,B2B,B2C,플랫폼/마켓플레이스,SaaS/엔터프라이즈,APP,WEB,소프트웨어,O2O
CP00000033	카카오스타일	Kakao Style Corp.	스타일 커머스 플랫폼 '지그재그' 등을 운영하는 기업	165097131000	100.0	514	커머스,패션,AI/딥테크/블록체인	이커머스,큐레이션,리뷰,의류,신발,패션잡화,쥬얼리,패션테크,인공지능,빅데이터,B2C,여성,플랫폼/마켓플레이스,APP,상품/하드웨어
CP00011939	씨그로	CIGRO INC.	이커머스 대시보드 및 데이터 분석 솔루션 '씨그로'를 제공하는 기업	783700000	None	17	통신/보안/데이터	데이터,프로그래밍개발,B2B,SaaS/엔터프라이즈,소프트웨어,데이터/API
CP00000097	두나무	Dunamu Inc.	온라인 증권 정보 플랫폼 '증권플러스'와 디지털 자산거래 플랫폼 '업비트'를 운영하는 기업	986280323000	7265.0	612	금융/보험/핀테크	투자,주식/증권,B2C,플랫폼/마켓플레이스,거래수수료,APP,WEB,금융상품,기타DeepTech
CP00002021	아키스케치	ARCHISKETCH INC.	AI 인테리어 3D 플랫폼 '아키스케치', '시숲'을 운영하는 기업	1985963000	80.0	28	홈리빙/펫,부동산/건설,AI/딥테크/블록체인	인테리어,프롭테크,인공지능,3D그래픽/CG,비전센싱/영상인식/센서,VR/AR,B2B,B2C,SaaS/엔터프라이즈,구독,소프트웨어,비대면/무인시스템/Untact,구독경제
CP00013790	바비톡	BABITALK CO.,LTD	성형정보 플랫폼 '바비톡'을 운영하는 기업	25455036000	None	82	소셜미디어/커뮤니티,헬스케어/바이오	리뷰,커뮤니티,병원정보,B2C,플랫폼/마켓플레이스,APP
CP00010124	트리플콤마	TRIPLE COMMA CO.,LTD.	데이팅 플랫폼 '골드스푼'을 운영하는 기업	7998459000	None	23	소셜미디어/커뮤니티	커뮤니티,데이팅,B2C,플랫폼/마켓플레이스,APP
CP00002953	이마고웍스	ImagoWorks Inc.	AI 및 클라우드 기반 치과 솔루션을 제공하는 기업	1874267000	135.0	98	헬스케어/바이오,AI/딥테크/블록체인	디지털헬스케어,진단/검사,인공지능,3D프린팅,3D그래픽/CG,B2B,SaaS/엔터프라이즈,WEB,소프트웨어,메타버스 
CP00002268	스테이폴리오	STAYFOLIO CO.,LTD.	파인 스테이 기반 큐레이션 플랫폼 '스테이폴리오' 및 제품 판매 서비스 '메이크폴리오'를 운영하는 기업	3714752000	110.0	42	커머스,여행/레저	숙박,여행정보,B2C,플랫폼/마켓플레이스,APP,WEB,O2O,null
CP00013668	페르소나에이아이	PERSONA AI CO.,LTD.	토종 대화엔진 기반 대화형 AI 솔루션 기업	9551407000	20.0	82	AI/딥테크/블록체인	로봇,인공지능,딥러닝/머신러닝,자연어처리/텍스트마이닝,검색/검색엔진,B2B,SaaS/엔터프라이즈,용역,소프트웨어,챗봇,생성형AI
CP00003021	콜로세움코퍼레이션	COLOSSEUM CORPORATION, INC.	AI 기반 풀필먼트 서비스 '콜로세움'을 운영하는 기업	11795382000	None	80	물류,AI/딥테크/블록체인	물류솔루션,창고,배송,풀필먼트,인공지능,B2B,SaaS/엔터프라이즈,WEB
CP00013132	콕스웨이브	Cox Wave Co.,Ltd.	생성 AI 기반 AI-native 제품을 위한 분석 툴 '얼라인 AI'를 개발하는 기업	785100000	55.0	16	통신/보안/데이터,AI/딥테크/블록체인	사진,프로그래밍개발,인공지능,딥러닝/머신러닝,B2B,SaaS/엔터프라이즈,WEB,소프트웨어
CP00015518	바카티오	VACATIO INC.	숙박업 큐레이션 서비스 '파인스테이' 및 숙박업 D2C 솔루션 '파인호스트'를 운영하는 기업	125860000	None	7	커머스,여행/레저	큐레이션,숙박,플랫폼/마켓플레이스,렌탈/대여,APP,WEB,O2O,D2C,예약
CP00000041	백패커	Backpackr Inc.	핸드메이드 커머스 플랫폼 '아이디어스'를 운영하는 기업	46938683000	665.0	184	커머스,푸드/농업,홈리빙/펫	이커머스,반찬,디저트,가공식품,생활용품/소품,문구,B2C,플랫폼/마켓플레이스,거래수수료,APP,WEB,상품/하드웨어,교육/컨설팅/용역,O2O
CP00003399	트릿지	TRIDGE CO., LTD.	데이터 기반 농식품 솔루션 플랫폼 '트릿지', 수입식품 셀렉샵 '유픽'을 운영하는 기업	67414040000	1417.0	164	커머스,물류,푸드/농업	유통,물류솔루션,풀필먼트,신선식품,농업,수산업,B2B,플랫폼/마켓플레이스,WEB
CP00010718	혜움랩스	HEUM LABS CO.,LTD.	세무 회계 서비스 플랫폼 '혜움택스' 및 법인 세금 환급액 서비스 플랫폼 '더낸세금'을 운영하는 기업	None	70.0	52	인사/비즈니스/법률,AI/딥테크/블록체인	세무,회계,클라우드,인공지능,B2B,SaaS/엔터프라이즈,금융상품,O2O,비대면/무인시스템/Untact
CP00000304	꾸까	KUKKA CO.,LTD	온라인 꽃 정기구독 서비스 '꾸까'를 운영하는 기업	8319408000	170.0	80	커머스,푸드/농업	이커머스,정기구독,꽃,B2B,B2C,플랫폼/마켓플레이스,구독,상품판매/브랜드/하드웨어,WEB,상품/하드웨어,O2O,구독경제
CP00000159	펫프렌즈	PETFRIENDS CO., LTD.	반려동물 쇼핑 플랫폼 '펫프렌즈'를 운영하는 기업	None	285.0	120	커머스,홈리빙/펫	이커머스,사료,펫패션,펫케어/펫테크,B2C,플랫폼/마켓플레이스,상품판매/브랜드/하드웨어,APP,WEB,상품/하드웨어,펫용품
